4986,01-02-2015,other vegetables,whole milk 
4369,01-02-2015,yogurt,soda 
1537,01-02-2015,yogurt,bottled water 
3316,03-01-2015,abrasive cleaner,whole milk,yogurt 
1136,03-01-2015,brown bread,butter milk,tropical fruit 
4766,03-01-2015,shopping bags,domestic eggs,margarine,newspapers,bottled beer,root vegetables 
3821,03-01-2015,whole milk,chewing gum,newspapers,herbs,herbs,pastry,whole milk,ham 
1107,03-01-2015,shopping bags,spread cheese,rolls/buns,chicken,liver loaf 
1546,03-01-2015,red/blush wine,whipped/sour cream,bottled water,root vegetables,butter 
4031,03-01-2015,soda,other vegetables,frankfurter 
3944,03-01-2015,baking powder,onions,cream cheese  
1684,03-01-2015,oil,coffee,whole milk,whole milk 
2386,03-01-2015,pastry,newspapers,newspapers,beverages 
4529,03-01-2015,newspapers,soda,tropical fruit,whole milk 
2573,03-01-2015,candy,yogurt,hard cheese,tropical fruit,specialty bar,whole milk,pastry,ham 
2391,03-01-2015,whole milk,rolls/buns,cookware,pip fruit 
3831,01-03-2014,whipped/sour cream,bottled water,soda 
2963,01-03-2014,bottled water,pickled vegetables 
2459,01-03-2014,whipped/sour cream,curd 
1529,01-03-2014,soups,preservation products 
4520,01-03-2014,brown bread,mustard 
4280,01-03-2014,specialty chocolate,margarine,soda 
3227,01-03-2014,seasonal products,cat food,spices 
4856,03-01-2015,specialty bar,beverages 
1837,03-01-2015,root vegetables,meat 
4867,03-01-2015,salty snack,berries 
2977,03-01-2015,UHT-milk,rolls/buns 
3197,01-03-2014,margarine,margarine,sausage 
2680,03-01-2015,yogurt,sausage 
2480,01-03-2014,soda,salty snack,other vegetables 
2617,03-01-2015,pastry,soda 
3178,03-01-2015,yogurt,rolls/buns 
2991,01-03-2014,waffles,soda,root vegetables 
1171,01-03-2014,whipped/sour cream,soda 
2538,01-03-2014,pastry,berries 
1899,01-03-2014,brown bread,other vegetables 
4440,01-03-2014,newspapers,butter milk 
3698,01-03-2014,shopping bags,yogurt 
4249,01-03-2014,shopping bags,canned beer 
1253,01-03-2014,liqueur,pastry 
3141,04-01-2014,napkins,other vegetables,frozen vegetables 
2847,04-01-2014,margarine,soups 
3848,04-01-2014,brown bread,chocolate marshmallow 
2965,04-01-2014,cat food,salty snack,white bread,dessert 
3284,04-01-2014,other vegetables,yogurt,instant coffee 
3621,04-01-2014,cling film/bags,citrus fruit,ham 
2361,04-01-2014,whipped/sour cream,light bulbs 
4382,01-03-2014,spices,fruit/vegetable juice 
3294,01-03-2014,other vegetables,root vegetables 
4830,04-01-2014,ice cream,soda 
2733,04-01-2014,red/blush wine,soda 
1169,04-01-2014,bottled water,liquor 
4335,01-03-2014,canned beer,whole milk 
3313,01-03-2014,hard cheese,bottled beer 
2065,01-03-2014,white bread,sausage 
2910,01-03-2014,processed cheese,sugar 
3761,01-03-2014,domestic eggs,meat 
3028,04-01-2014,butter,white bread 
4310,04-01-2014,bottled water,candy 
1948,04-01-2014,other vegetables,other vegetables 
2962,01-03-2015,bottled water,domestic eggs,tropical fruit 
4661,01-03-2015,organic products,rolls/buns,condensed milk 
4924,01-03-2015,chewing gum,whole milk,beef 
2107,01-03-2015,soda,brown bread,sugar,margarine,butter,bottled beer,frankfurter,frankfurter,coffee 
1052,04-01-2014,shopping bags,beef 
4761,01-03-2015,curd,other vegetables,beverages 
1696,01-03-2015,chewing gum,whole milk,newspapers 
1852,04-01-2014,chocolate,tropical fruit 
4465,04-01-2014,frozen potato products,specialty chocolate 
3398,04-01-2014,cat food,chocolate 
3172,01-03-2015,dish cleaner,pickled vegetables,whipped/sour cream 
2860,01-03-2015,light bulbs,shopping bags,sausage 
4916,01-03-2015,detergent,brown bread,hamburger meat,coffee 
4344,01-03-2015,soda,long life bakery product,frozen meals,sausage 
2641,01-03-2015,fruit/vegetable juice,frozen fruits,beverages,whole milk 
1238,01-03-2015,margarine,frankfurter 
4893,01-03-2015,napkins,berries 
4726,01-03-2015,tropical fruit,whole milk 
2028,01-03-2015,frozen vegetables,coffee 
3762,04-01-2015,frozen meals,dessert,canned beer 
2018,04-01-2015,soda,coffee,canned beer,rolls/buns,frozen meals 
3429,04-01-2015,hard cheese,curd,shopping bags 
1749,04-01-2015,soft cheese,specialty cheese,frankfurter 
2953,04-01-2015,rolls/buns,frozen fruits,packaged fruit/vegetables 
4157,04-01-2015,whole milk,other vegetables,root vegetables,hamburger meat 
1104,04-01-2015,herbs,rolls/buns,other vegetables,yogurt 
1014,04-01-2015,cookware,canned beer 
3079,04-01-2015,chicken,specialty bar 
1408,01-03-2015,soda,root vegetables 
1517,01-03-2015,bottled beer,frankfurter 
4716,01-03-2015,bottled beer,sausage 
3438,04-01-2015,waffles,sausage 
1183,04-01-2015,domestic eggs,sausage 
3794,04-01-2015,other vegetables,citrus fruit 
1047,04-01-2015,soda,curd 
3663,04-01-2015,bottled beer,meat spreads 
4455,04-01-2015,soda,citrus fruit 
2455,04-01-2015,cream cheese ,sausage 
4221,04-01-2015,pet care,sausage 
1575,04-01-2015,whole milk,yogurt 
2884,04-01-2015,frozen vegetables,napkins 
4601,04-01-2015,salty snack,pip fruit 
1992,04-01-2015,beef,beef 
1623,01-03-2015,pastry,citrus fruit 
4406,02-02-2014,newspapers,other vegetables 
2505,02-02-2014,frozen vegetables,fruit/vegetable juice 
2215,02-02-2014,napkins,curd 
1180,02-02-2014,whole milk,frozen potato products 
4133,02-02-2014,soda,yogurt,canned beer 
1791,02-02-2014,yogurt,cake bar,bottled beer,tropical fruit 
1139,02-02-2014,canned beer,brown bread,rolls/buns 
1939,02-02-2014,whipped/sour cream,rolls/buns 
3194,02-02-2014,frozen vegetables,tropical fruit 
2036,02-02-2014,soda,whole milk 
4291,02-02-2014,cream cheese ,whole milk 
4947,02-02-2014,frozen potato products,white wine 
1923,02-02-2014,pip fruit,meat 
3289,02-02-2014,sugar,hard cheese 
4679,02-02-2014,shopping bags,beef 
4635,02-02-2014,root vegetables,baking powder 
1113,02-02-2014,canned beer,curd 
3921,02-02-2014,coffee,hard cheese 
1996,02-02-2014,whipped/sour cream,domestic eggs 
2435,02-02-2014,dessert,sausage 
3322,02-02-2015,specialty bar,ice cream,UHT-milk 
1329,02-02-2015,dishes,yogurt,whipped/sour cream,detergent,sausage,ham 
3557,02-02-2015,soft cheese,bottled water,frankfurter 
2174,05-01-2014,domestic eggs,bottled water,brown bread 
3287,02-02-2015,vinegar,rolls/buns,pork,onions 
2356,02-02-2015,yogurt,butter,hamburger meat,pip fruit 
2656,02-02-2015,cleaner,hamburger meat 
1930,02-02-2015,specialty bar,ham 
4601,05-01-2014,cream cheese ,yogurt,pot plants 
2800,02-02-2015,other vegetables,dessert 
2747,02-02-2015,pickled vegetables,ham 
3493,02-02-2015,pip fruit,citrus fruit 
3437,02-02-2015,berries,sausage 
1891,05-01-2014,white bread,hygiene articles 
2618,05-01-2014,bottled water,specialty chocolate,whipped/sour cream,flower (seeds) 
2271,03-02-2014,yogurt,processed cheese,root vegetables 
1887,03-02-2014,waffles,whole milk,yogurt 
1206,03-02-2014,candles,hygiene articles,tropical fruit 
1998,03-02-2014,pot plants,frozen vegetables 
2232,03-02-2014,whole milk,bottled water 
2950,03-02-2014,long life bakery product,shopping bags,soda,semi-finished bread 
1466,03-02-2014,brown bread,chewing gum,citrus fruit 
2152,03-02-2014,waffles,other vegetables,other vegetables 
3973,03-02-2014,domestic eggs,fruit/vegetable juice,turkey 
3835,03-02-2014,sugar,dishes,dessert,soda 
4257,03-02-2014,napkins,yogurt,UHT-milk 
3571,03-02-2014,curd,dish cleaner 
2334,03-02-2014,rolls/buns,yogurt 
3905,03-02-2014,meat spreads,ice cream 
4196,03-02-2014,flower (seeds),flower (seeds) 
1929,03-02-2014,newspapers,pasta 
4938,05-01-2014,UHT-milk,shopping bags,meat 
3684,05-01-2014,newspapers,rolls/buns,newspapers 
2238,05-01-2014,pastry,whole milk,curd 
4426,05-01-2014,Instant food products,pastry,pip fruit 
1969,05-01-2014,fruit/vegetable juice,cat food,jam,other vegetables 
4182,05-01-2014,whole milk,vinegar,liver loaf 
4997,05-01-2014,canned beer,whole milk 
2725,05-01-2014,baking powder,whole milk 
3639,05-01-2014,flower (seeds),sweet spreads 
3425,05-01-2014,soda,citrus fruit 
4992,01-03-2015,pip fruit,frankfurter 
1436,01-03-2015,chocolate marshmallow,beverages 
2982,05-01-2014,sugar,coffee 
2847,05-01-2014,processed cheese,rolls/buns 
2077,01-03-2015,whole milk,beef 
2129,05-01-2014,coffee,berries 
4100,01-03-2015,whipped/sour cream,whole milk 
3289,01-03-2015,soft cheese,tropical fruit 
4823,05-01-2014,frozen meals,UHT-milk 
2193,05-01-2014,bottled beer,whole milk 
3538,01-03-2015,other vegetables,citrus fruit 
2297,01-03-2015,shopping bags,brown bread 
1293,01-03-2015,light bulbs,whole milk 
1930,01-03-2015,soda,tropical fruit 
3814,05-01-2014,red/blush wine,bottled water 
4442,05-01-2014,baking powder,citrus fruit 
2047,05-01-2014,cat food,tropical fruit 
2641,01-04-2014,male cosmetics,brown bread 
1545,01-04-2014,hair spray,brown bread 
2138,01-04-2014,white bread,seasonal products 
3382,01-04-2014,pastry,bottled beer,yogurt,cat food 
4632,03-02-2014,rolls/buns,turkey 
1415,05-01-2014,fruit/vegetable juice,sausage 
2269,05-01-2014,sliced cheese,hamburger meat 
3730,03-02-2014,pastry,pork 
2662,03-02-2014,soda,root vegetables 
2760,01-04-2014,long life bakery product,rolls/buns,domestic eggs,whole milk 
3765,01-04-2014,bottled beer,margarine,whole milk,tropical fruit 
4758,01-04-2014,white bread,bottled beer,rolls/buns 
2092,01-04-2014,canned fish,salty snack,salty snack 
2535,01-04-2014,rolls/buns,sausage 
3077,01-04-2014,domestic eggs,root vegetables 
3284,01-04-2014,coffee,canned fish 
3133,01-04-2014,yogurt,whipped/sour cream 
1165,01-04-2014,house keeping products,beef 
2185,01-04-2014,flour,rolls/buns 
2477,01-04-2014,soda,root vegetables 
2043,03-02-2014,curd,other vegetables 
4256,03-02-2014,tropical fruit,processed cheese 
4208,03-02-2014,rolls/buns,pork 
3007,01-04-2014,yogurt,rolls/buns 
1500,01-04-2014,fruit/vegetable juice,bottled beer 
2428,01-04-2014,soda,whole milk 
4799,01-04-2014,frozen fish,dessert 
4157,01-04-2014,frozen meals,salty snack 
4726,01-04-2014,whole milk,rolls/buns 
4745,01-04-2014,soda,cat food 
3830,01-04-2014,domestic eggs,margarine 
2925,01-04-2014,oil,male cosmetics 
2809,01-04-2014,berries,bottled beer 
4204,01-04-2014,white bread,pastry 
1616,01-04-2014,prosecco,frankfurter 
2032,03-02-2014,soda,whipped/sour cream 
2430,03-02-2014,pastry,sausage 
1604,03-02-2014,specialty bar,rolls/buns 
1883,01-04-2014,whole milk,frankfurter 
2552,05-01-2015,whole milk,chocolate,tropical fruit 
3044,05-01-2015,brown bread,bottled water,sausage 
4695,05-01-2015,shopping bags,oil,shopping bags,soda,yogurt,root vegetables 
2655,05-01-2015,shopping bags,pastry,sausage 
4324,05-01-2015,whole milk,sweet spreads,white wine,whole milk,tropical fruit,pastry,sausage,sausage 
2874,05-01-2015,ice cream,hygiene articles,sausage 
4636,05-01-2015,specialty chocolate,sauces,yogurt 
2507,05-01-2015,long life bakery product,canned beer,bottled water 
3077,05-01-2015,shopping bags,vinegar,whole milk,chicken 
1536,05-01-2015,yogurt,pastry,canned beer,frankfurter 
2985,05-01-2015,soda,soda,chicken,tropical fruit 
4608,05-01-2015,fruit/vegetable juice,canned beer,hamburger meat,whole milk 
4335,05-01-2015,other vegetables,pot plants 
4059,05-01-2015,whole milk,frankfurter 
2274,05-01-2015,rolls/buns,citrus fruit 
4847,03-02-2015,margarine,sliced cheese,canned beer 
4889,03-02-2015,bottled water,domestic eggs,rolls/buns 
3189,03-02-2015,candles,root vegetables,yogurt 
2236,03-02-2015,frozen meals,root vegetables,whole milk,meat,fruit/vegetable juice 
3167,03-02-2015,rolls/buns,whipped/sour cream,chocolate 
1785,03-02-2015,soda,grapes,turkey 
1887,03-02-2015,whipped/sour cream,citrus fruit,condensed milk,tropical fruit 
2751,03-02-2015,tropical fruit,brown bread 
3370,03-02-2015,specialty chocolate,liquor (appetizer),frozen meals,soda 
3984,03-02-2015,condensed milk,canned vegetables,liver loaf,frankfurter 
2855,03-02-2015,rice,herbs,frankfurter,sausage 
2613,03-02-2015,yogurt,soda 
1614,03-02-2015,whole milk,bottled beer 
2738,03-02-2015,root vegetables,whole milk 
1853,03-02-2015,butter milk,chicken 
3386,03-02-2015,yogurt,citrus fruit 
3757,03-02-2015,brown bread,whole milk 
3782,03-02-2015,oil,chicken 
1934,03-02-2015,beverages,tropical fruit 
1465,03-02-2015,tropical fruit,sausage 
2927,03-02-2015,citrus fruit,frozen vegetables 
2509,03-02-2015,rolls/buns,yogurt 
1270,03-02-2015,cereals,citrus fruit 
3601,03-02-2015,yogurt,sausage 
4269,01-04-2015,whipped/sour cream,dishes,semi-finished bread,citrus fruit,frankfurter,frankfurter 
3429,01-04-2015,newspapers,whipped/sour cream,coffee,hard cheese,soda,other vegetables 
3738,01-04-2015,frozen vegetables,yogurt,whole milk 
1664,01-04-2015,canned vegetables,curd,whole milk,frankfurter,whole milk 
3686,01-04-2015,coffee,pip fruit,soda 
4867,03-02-2015,whole milk,detergent 
1483,01-04-2015,tropical fruit,sausage 
3717,01-04-2015,frozen vegetables,rolls/buns,yogurt,fruit/vegetable juice 
3601,01-04-2015,whole milk,meat 
3344,01-04-2015,rolls/buns,whole milk,newspapers,whole milk 
2657,01-04-2015,bottled water,dessert,hamburger meat,pasta 
3922,01-04-2015,whole milk,rolls/buns,beef,citrus fruit 
3886,01-04-2015,vinegar,butter milk,sausage,soda 
1155,01-04-2015,yogurt,pet care,sausage,whole milk 
1567,01-04-2015,pot plants,chewing gum 
3154,05-01-2015,shopping bags,rolls/buns 
3852,01-04-2015,other vegetables,citrus fruit 
2144,05-01-2015,other vegetables,onions 
4735,01-04-2015,whole milk,curd 
4180,01-04-2015,brown bread,specialty chocolate 
1309,01-04-2015,cocoa drinks,tropical fruit 
1783,05-01-2015,pip fruit,other vegetables 
3043,05-01-2015,soda,beef 
2500,05-01-2015,grapes,onions 
4075,05-01-2015,bottled water,turkey 
2305,05-01-2015,cream cheese ,canned beer 
3221,01-04-2015,berries,beef 
2914,01-04-2015,rolls/buns,UHT-milk 
1835,01-04-2015,pip fruit,root vegetables 
2690,01-04-2015,other vegetables,whole milk 
2642,01-04-2015,beverages,frankfurter 
4796,02-03-2014,Instant food products,curd cheese,rolls/buns 
4132,02-03-2014,bottled water,shopping bags,yogurt 
4144,01-04-2015,whole milk,finished products 
2594,06-01-2014,hard cheese,soft cheese 
3006,06-01-2014,brown bread,waffles 
3113,06-01-2014,cling film/bags,hygiene articles 
1057,06-01-2014,soda,sliced cheese,domestic eggs,soda 
3743,06-01-2014,domestic eggs,photo/film,soda,coffee 
2354,06-01-2014,white bread,soups,rolls/buns,beverages 
1828,06-01-2014,rolls/buns,spread cheese,herbs 
1410,06-01-2014,rum,dishes,sausage 
3523,01-04-2015,chocolate,whole milk 
4975,06-01-2014,bottled water,berries,canned beer 
1489,06-01-2014,brown bread,newspapers,vinegar 
3949,01-04-2015,bottled water,other vegetables 
2595,06-01-2014,domestic eggs,cream cheese ,curd 
3595,06-01-2014,waffles,bottled water,canned beer,domestic eggs 
3200,01-04-2015,specialty chocolate,whole milk 
1549,02-03-2014,pastry,coffee,domestic eggs 
4683,02-03-2014,domestic eggs,domestic eggs,cling film/bags 
3218,06-01-2014,waffles,dishes,pastry 
1118,02-03-2014,sliced cheese,frozen vegetables,bottled beer 
2638,06-01-2014,misc. beverages,root vegetables 
4649,06-01-2014,soda,other vegetables 
3614,06-01-2014,frozen meals,other vegetables 
1605,02-03-2014,fruit/vegetable juice,soda 
4582,02-03-2014,other vegetables,specialty chocolate 
4504,02-03-2014,soups,seasonal products 
3807,02-03-2014,fruit/vegetable juice,cat food 
4751,02-03-2014,candy,butter 
2381,01-04-2015,whole milk,hamburger meat 
1859,04-02-2014,soda,root vegetables 
1144,01-04-2015,whole milk,meat 
4913,06-01-2014,whipped/sour cream,onions 
1651,04-02-2014,tea,hygiene articles 
2597,04-02-2014,domestic eggs,fruit/vegetable juice 
3462,04-02-2014,rolls/buns,pet care 
2038,04-02-2014,soda,pastry 
3849,06-01-2014,whole milk,whole milk 
2284,06-01-2014,fruit/vegetable juice,tropical fruit 
3768,06-01-2014,yogurt,dessert 
2010,06-01-2014,yogurt,other vegetables 
4575,06-01-2014,mustard,sausage 
1440,06-01-2014,fruit/vegetable juice,tropical fruit 
1450,04-02-2014,cling film/bags,pickled vegetables 
3763,04-02-2014,bottled water,sparkling wine,citrus fruit 
3971,04-02-2014,whole milk,whole milk,chocolate marshmallow 
2602,04-02-2014,pot plants,prosecco,sausage 
4231,04-02-2014,long life bakery product,herbs,tropical fruit 
3795,04-02-2014,sugar,herbs,hard cheese,misc. beverages 
1004,04-02-2014,tropical fruit,whole milk,pip fruit 
1160,04-02-2014,whole milk,yogurt 
1427,04-02-2014,red/blush wine,whole milk 
2964,04-02-2014,curd,candy 
2242,04-02-2014,shopping bags,chicken 
1074,04-02-2014,ketchup,semi-finished bread 
4500,04-02-2014,cat food,soft cheese 
1554,04-02-2014,curd,beef 
3469,04-02-2014,other vegetables,chicken 
2935,04-02-2014,bottled water,pastry 
2443,04-02-2014,whole milk,seasonal products 
4791,04-02-2014,fruit/vegetable juice,sausage 
4739,04-02-2014,yogurt,flour 
1772,04-02-2014,red/blush wine,sugar 
1480,04-02-2014,onions,tropical fruit 
3273,04-02-2014,whole milk,other vegetables 
2201,04-02-2014,citrus fruit,other vegetables 
2563,06-01-2015,bottled beer,other vegetables,frozen meals 
4405,06-01-2015,hygiene articles,other vegetables,whole milk,bottled water,soda 
3912,06-01-2015,pastry,rolls/buns,berries 
4297,02-03-2014,shopping bags,shopping bags,fruit/vegetable juice,whole milk 
2334,02-03-2014,soda,coffee,root vegetables 
4494,06-01-2015,ice cream,rolls/buns 
3402,06-01-2015,shopping bags,other vegetables,curd 
4117,06-01-2015,brown bread,bottled beer 
3375,06-01-2015,pork,citrus fruit 
1500,06-01-2015,canned fish,soda,frankfurter,rolls/buns 
1023,06-01-2015,packaged fruit/vegetables,rolls/buns,root vegetables,whipped/sour cream 
3835,06-01-2015,salty snack,soda,tropical fruit,tropical fruit 
2831,06-01-2015,frozen dessert,frankfurter 
2049,06-01-2015,grapes,pork 
3686,06-01-2015,whole milk,whole milk 
2989,06-01-2015,pip fruit,beef 
3587,06-01-2015,sugar,liquor 
2226,06-01-2015,yogurt,hamburger meat 
2729,06-01-2015,red/blush wine,citrus fruit 
3365,06-01-2015,soda,pastry 
4328,04-02-2015,shopping bags,pasta,abrasive cleaner,salty snack,pork,beef 
3757,04-02-2015,pet care,root vegetables,whole milk,mustard,bottled water,other vegetables 
2351,06-01-2015,rolls/buns,pip fruit 
2370,04-02-2015,cleaner,ice cream,meat 
2270,04-02-2015,bottled water,dish cleaner,tropical fruit 
1624,04-02-2015,mustard,fruit/vegetable juice,napkins,whole milk,rolls/buns 
4045,02-03-2014,rolls/buns,pip fruit,beef 
4656,02-03-2014,oil,frozen dessert,other vegetables,hamburger meat 
1661,02-03-2014,whipped/sour cream,salty snack,root vegetables 
3442,02-03-2014,brandy,rolls/buns 
3787,02-03-2014,pasta,pip fruit 
2139,02-03-2014,butter milk,other vegetables 
2055,04-02-2015,pip fruit,chicken,newspapers 
3254,02-03-2014,other vegetables,whole milk 
2094,02-03-2014,whole milk,whole milk 
2254,02-03-2014,newspapers,whipped/sour cream 
4826,02-03-2014,curd,whole milk 
2176,04-02-2015,whipped/sour cream,long life bakery product,frankfurter,pastry 
1695,04-02-2015,rolls/buns,meat 
2467,04-02-2015,liquor,hard cheese 
1808,04-02-2015,semi-finished bread,long life bakery product 
4809,04-02-2015,whole milk,flower soil/fertilizer 
2073,04-02-2015,whole milk,sausage 
1119,04-02-2015,whole milk,grapes 
4448,06-01-2015,tropical fruit,frankfurter 
1897,01-05-2014,rolls/buns,cream cheese  
1004,01-05-2014,cling film/bags,dish cleaner 
2051,01-05-2014,cream cheese ,flour 
4721,01-05-2014,semi-finished bread,cream cheese  
4574,01-05-2014,bottled water,other vegetables,seasonal products 
2470,01-05-2014,red/blush wine,white bread,tropical fruit 
1544,01-05-2014,shopping bags,semi-finished bread,other vegetables 
4628,01-05-2014,napkins,napkins,whole milk 
4879,01-05-2014,fruit/vegetable juice,dessert 
2573,07-01-2014,brown bread,zwieback 
4722,07-01-2014,frozen dessert,hygiene articles 
4969,07-01-2014,baking powder,butter milk,salty snack,soda 
1473,01-05-2014,rolls/buns,hamburger meat 
4747,01-05-2014,pastry,tropical fruit 
3444,07-01-2014,rice,brown bread,syrup,canned beer 
1947,07-01-2014,white bread,specialty chocolate,berries,whole milk 
4818,07-01-2014,sliced cheese,white bread,pip fruit 
